10000 9999
3920 4750 29
6289 5913 872
7457 1396 818
60 9876 159
9774 7835 343
5393 8667 834
4967 2959 376
2387 9850 610
4860 8268 194
4960 7627 378
3624 8096 937
7683 8185 778
5318 2829 561
9929 5708 952
6908 7064 426
3809 3808 1000
9693 5584 333
1646 4869 127
8271 6899 929
8780 3786 860
3386 9817 887
5608 4948 776
1267 8313 478
5047 4003 301
3637 8228 966
5528 5333 765
7112 3755 715
2268 1052 920
1128 3519 810
9901 1029 140
4740 8869 245
2599 6115 973
5515 4512 172
8940 9551 849
2252 6927 438
8882 3166 321
3213 8195 343
7539 7538 1000
728 7873 510
4599 3411 791
476 2889 245
676 5540 68
4945 6134 905
2784 602 551
3291 6469 901
2360 5865 674
2918 1948 469
8492 6208 857
1600 5414 505
2331 7278 37
6866 6865 1000
3570 5995 38
3549 9198 737
4918 2533 609
2940 2220 690
5096 9845 112
2664 939 192
4596 7244 557
5889 1108 225
2097 7176 598
867 3415 686
3277 1441 468
755 5779 226
7009 7896 141
2471 8704 380
7592 8434 891
8071 3852 719
8547 9999 148
7890 3451 524
9383 7222 724
634 7958 186
389 6800 499
6338 1361 305
4147 902 580
3801 3800 1000
1482 7165 297
7821 2779 816
4831 7555 139
4278 2059 219
2076 306 236
5281 5762 337
1935 7274 653
6028 4473 250
8547 883 179
3170 282 84
1117 4230 51
3778 377 648
3988 7609 900
9985 7997 98
5934 9707 620
4067 8123 877
4841 7633 501
1237 3276 747
8964 6949 320
6531 7370 898
533 7390 241
8610 6190 624
2318 4316 889
9864 2546 894
7736 6727 989
2859 3364 610
236 235 1000
162 235 113
490 6784 353
7240 5369 941
5901 3266 988
2899 5961 39
2640 1748 788
1044 5475 52
4167 4807 563
3148 4851 444
6784 2961 233
5220 5540 948
6838 6837 1000
3261 6501 363
9717 3190 7
5698 5876 744
6177 1656 195
1927 2617 773
8923 8091 924
6998 2272 147
2080 851 538
2392 2783 146
5424 6738 623
6164 4705 893
2156 1374 430
4403 5020 128
8087 1876 696
5014 4823 733
7817 4143 894
3457 9454 922
1365 297 524
1123 76 13
3684 3648 917
7656 8331 171
3817 9779 513
7891 1200 110
4571 5655 194
7205 5364 936
469 8308 82
2508 2761 855
5697 8864 320
3220 6706 826
6024 490 825
1036 6481 899
4138 4137 1000
2724 2723 1000
3695 9313 470
1323 8301 981
6902 3429 399
8475 8059 728
9125 5320 861
9221 1628 857
5981 2202 65
4520 2248 867
1703 2737 241
186 1797 205
2617 6482 540
6092 3288 961
1360 7738 482
62 8397 455
1054 251 231
6477 299 417
6960 8592 259
8597 7420 339
3539 8335 581
2414 7876 351
5010 5790 440
8674 6235 367
1509 1508 1000
8106 3854 828
857 9189 469
7028 1961 468
9424 7918 778
6943 1047 718
6248 2186 689
4821 3084 844
7623 3363 591
5774 3827 154
804 4230 505
9843 8683 637
6057 3002 13
8632 9192 527
8890 3372 47
1847 6059 27
8236 4205 119
4596 8067 619
8567 8922 917
1254 2986 750
5946 6689 549
5358 1982 665
3707 9402 413
6421 7437 187
1413 8174 929
3085 4291 204
9234 9233 1000
4466 9298 416
4434 8446 509
7094 9283 929
381 2633 345
40 1336 981
9409 6669 506
3894 9465 705
6163 9008 111
2260 3995 185
3949 5426 994
9744 9928 929
7934 9539 166
1986 699 936
7138 356 431
6792 5628 66
5687 4547 96
6629 3466 753
6244 9092 403
9883 1494 359
9887 9040 311
4256 1101 510
9332 9610 606
6858 2640 998
7637 3806 781
7787 3854 983
2517 2561 137
4604 4242 797
1696 1480 72
7998 9593 365
2614 1683 337
4441 9723 403
1832 3487 51
5734 8208 181
8135 8957 338
8319 9231 144
7710 3278 519
8287 3189 495
5056 4359 524
141 6742 694
3473 1688 421
7505 4918 120
8139 5218 694
4222 5067 200
4648 5062 201
3356 7266 916
8631 1414 0
7941 9342 860
9006 7324 529
7726 5541 427
8227 1151 257
5403 4941 983
7279 369 295
3828 9782 77
8732 7691 342
1550 409 22
8294 1525 441
5768 5015 942
3609 8168 220
3123 3122 1000
9190 3969 182
8911 9772 357
1728 4755 332
2650 8352 779
5587 8694 185
8094 7997 549
6306 7387 375
4693 4692 1000
6138 3498 481
2781 1884 239
8982 3420 408
5938 5172 677
489 284 377
9688 1472 584
6279 6372 122
9569 4376 325
8762 6795 151
6050 1489 337
3452 6932 775
7542 4548 595
9700 9699 1000
7704 9959 966
2610 7674 273
3676 4603 307
4720 6846 846
1631 3381 355
8503 8575 205
8843 2711 320
4861 6319 93
523 5041 395
9795 8226 58
2406 4806 150
4276 6151 185
2435 660 932
9430 1160 173
8065 4472 461
3890 603 872
7895 4354 528
276 4568 126
4379 5969 492
1527 9927 421
446 7847 987
3101 3787 48
1737 7605 403
9387 2309 812
2967 1343 73
6830 616 287
9548 1715 16
2000 1046 660
3028 4481 879
3484 7196 86
4236 5374 254
8836 2022 952
1701 8899 388
3857 4989 711
5368 335 856
4425 9937 280
7406 3864 673
9118 9117 1000
2523 9004 824
6349 8084 815
7550 5984 347
3970 7996 730
4418 1057 847
6564 6563 1000
3058 1105 259
6411 2706 968
7978 6265 179
1589 4225 821
8805 769 908
4177 778 693
9287 6121 47
2889 5542 17
5560 9851 411
2132 9460 666
6215 3648 189
288 1078 461
5634 3579 383
9118 3877 628
2458 6192 375
8101 4403 520
6557 4144 415
7994 5133 177
1521 5201 415
9023 939 700
8421 7760 213
1432 4162 911
2354 2673 811
1970 6459 965
9042 9041 1000
791 993 395
1672 1486 292
9674 7029 753
1011 6383 504
4880 6726 220
958 8220 424
6671 598 919
4302 3933 791
7640 165 460
3644 6660 394
5677 5470 307
1289 7586 447
1045 2471 861
7994 5709 667
1280 7284 188
5608 6862 425
7323 8465 485
8273 6482 286
2950 9290 229
4711 6634 402
8429 1856 601
7089 4107 456
6779 6399 565
4959 3282 39
5329 9846 940
2392 5524 126
345 6542 400
9772 2386 647
5417 9717 258
5344 2550 884
3620 7475 624
3260 5770 700
6000 1925 300
5368 336 643
3470 6645 193
7617 1437 888
8438 7678 213
6126 2033 586
767 3888 289
9634 3509 734
2690 3356 611
4959 1518 238
6274 4348 571
8695 5679 578
9428 5267 159
515 5704 352
9193 7583 280
5085 4230 623
798 5483 409
4523 3974 661
8770 126 951
7265 9006 172
653 8263 154
3107 6811 867
6400 9672 298
3836 9665 942
8197 9729 992
9177 6816 471
5297 3949 897
881 1387 793
9740 4336 882
2614 4264 676
6786 7589 528
9296 7561 704
9961 7883 160
5809 9416 507
4691 5614 652
2259 2937 419
3583 9277 457
2447 3721 527
7315 1083 448
4108 2108 781
9650 7593 676
1632 7787 14
1687 3320 476
9380 2363 188
8832 3673 315
2835 9654 147
6463 5074 350
9559 8290 152
409 4873 501
3537 6784 669
1431 1511 924
4867 5981 473
5538 4851 705
7426 9914 252
8722 9147 778
5904 6608 13
683 2270 453
7172 2288 72
3808 2021 364
4280 8295 395
1630 5741 906
4254 6058 170
7776 6023 653
7229 7286 846
5193 2865 368
7479 5813 346
8461 9845 270
4133 5905 881
5598 8945 724
8363 4529 876
7041 2782 723
3385 871 807
3418 2805 399
4643 7119 728
4014 1720 470
710 7507 48
2850 3418 770
2197 2196 1000
7768 33 838
8174 2913 617
5920 2631 35
7867 2553 729
8840 4341 2
484 7749 371
7342 3547 353
1578 102 573
4341 3840 662
167 6575 411
281 7057 812
8858 5785 694
3422 7284 112
2753 2472 180
151 1225 528
9708 1715 920
6294 4302 343
988 8962 977
3899 4696 916
5045 9849 318
1328 4353 487
4196 7938 115
9008 6475 63
162 5287 63
3078 8457 829
442 5697 802
8259 6622 208
1601 2239 928
3097 6962 940
6538 431 282
5273 347 14
1162 5680 161
9599 2026 214
3917 6520 605
9759 7465 343
7601 2979 204
7567 6797 489
8767 1681 951
4999 1812 182
1103 8432 340
1267 8735 274
6065 4242 905
3662 6059 997
8381 8789 98
1588 8325 624
4236 4993 783
297 6429 371
4554 1928 108
7354 312 301
6752 2384 859
6870 2346 18
7013 3413 763
414 4979 628
1200 7377 91
8697 137 789
2848 9082 284
1620 7592 70
2534 2533 1000
3901 2149 141
4974 9727 483
8612 484 730
6252 7650 861
4598 3432 31
8757 9418 586
6001 9222 464
7795 5994 948
2959 2958 1000
8995 4010 492
100 6525 840
1728 2700 296
961 1207 687
833 3694 846
3541 3619 403
9307 2547 521
1172 1745 744
3595 8857 300
4792 590 577
8492 7513 230
9155 4784 1
2763 7529 126
8125 4359 966
7958 6593 763
1257 6731 864
4413 5795 254
4030 711 263
3403 7914 205
6906 1270 850
8122 8213 984
5660 8773 21
9555 2087 867
4008 7718 408
9623 2321 32
5202 3174 588
7306 3026 740
9266 4121 494
893 3788 836
2645 3704 242
8835 4671 155
9756 5549 30
1906 4636 805
8604 7766 512
330 4843 964
8359 8351 221
7638 4047 671
3755 5561 866
7758 1183 843
3499 5004 389
4444 4605 354
8507 4204 94
4616 8716 792
4323 5457 260
1139 5187 992
281 3234 359
7040 8239 696
9704 8909 866
5551 7611 826
4841 1334 344
4826 7301 114
394 393 1000
8417 6112 89
3439 7563 632
9564 7453 764
86 3156 949
8305 4986 690
4858 7625 56
9426 1436 3
3313 2220 387
9244 7184 273
1655 268 588
5425 1514 613
6827 4945 406
7490 8950 153
396 4023 989
5031 1340 749
2015 734 192
4416 4415 1000
9171 6075 538
8716 6526 941
6624 6623 1000
5804 889 840
2199 7522 791
1028 7221 756
336 9217 365
8370 262 799
4175 6481 730
7992 124 89
1320 888 37
9029 9456 916
2444 152 671
634 5084 865
999 6893 970
4048 2499 717
5973 4444 872
4636 5856 892
5536 4596 792
4169 4168 1000
1988 2589 512
1789 8046 210
8252 1154 469
8459 7325 322
1416 1415 1000
2604 2196 656
1508 9872 684
7347 3522 734
2183 172 687
1999 855 428
2196 1165 481
7207 62 550
6393 2122 688
4881 6501 436
5970 8335 728
9612 9441 64
6061 3820 84
9179 4244 171
2687 211 942
7227 2787 384
8627 8252 889
3878 9575 868
1710 6839 592
4561 3339 712
2088 804 955
7650 5064 473
2124 4365 14
3377 4402 957
416 9399 794
9391 7818 538
3119 4060 271
9017 4132 938
4791 9785 21
9282 4323 301
2601 2372 997
1602 3994 116
3969 516 460
4124 3038 661
4780 9605 364
1310 2331 381
4246 6811 683
1895 1870 721
9705 8964 671
6620 4179 910
3105 7515 81
7099 8810 122
1846 3025 633
31 2331 694
6695 6425 257
3959 7162 174
7217 6809 203
3729 8563 333
1164 3398 840
5059 8195 79
9767 6575 211
5518 8399 114
3391 9372 838
4620 7615 272
2924 3890 350
4473 5039 345
6366 5041 550
662 8820 86
4516 8455 657
776 7400 502
3477 6329 200
1565 7908 353
5036 8425 339
6800 2795 850
8516 8131 294
9716 9229 943
7304 8282 232
3973 2464 996
258 3300 889
5040 9098 418
8067 4208 314
7040 8976 530
6583 499 747
7831 1801 932
6143 5589 148
8674 3009 523
6723 1458 247
7324 4457 564
9196 6363 61
7434 8716 964
8943 638 915
7689 7688 1000
2734 5239 250
5409 4972 368
5664 8153 746
4190 1850 102
1747 8415 51
7051 9417 184
4201 3343 130
2402 1075 175
446 8713 907
6939 3060 444
9932 9931 1000
9442 7588 90
4148 8759 661
9894 3125 841
3643 9021 272
9319 795 823
9031 923 596
7931 4001 158
5812 3440 575
8890 2231 340
9172 1879 126
323 6537 475
6106 7722 971
254 882 272
2857 6266 316
8503 4993 456
6496 106 850
2072 5230 947
713 589 542
8690 3415 226
8864 4297 585
4081 4080 1000
8863 6972 351
9777 3123 74
9269 172 123
7479 6054 720
6694 9870 134
6008 2798 135
415 3353 0
9487 3690 613
5981 8879 977
7188 9273 320
9145 1022 974
3391 3390 1000
6337 90 830
6598 6646 566
9644 6782 188
921 2337 191
2592 3057 819
6808 5797 106
7116 9788 694
5199 7695 753
651 3483 420
9336 5165 391
9142 1455 145
8821 2896 561
7619 9025 303
3020 9056 94
511 3266 718
6072 2847 280
2702 5043 69
35 7413 739
8700 9955 697
1482 3232 122
1659 7711 25
2026 9802 464
5331 2001 207
6002 3917 455
2348 9791 822
9632 5803 233
9942 1542 427
7147 1451 577
988 8070 406
6862 6566 158
8921 2609 431
9480 4105 405
7619 7618 770
2556 2033 131
2368 5290 798
354 4047 373
9697 2141 670
3940 2919 400
9709 9099 969
5093 6767 706
6543 7330 75
623 6515 724
5286 3394 958
566 2596 369
2313 2118 306
4686 3692 137
6700 97 697
1521 3325 474
9888 3293 378
3585 7686 236
3688 6037 806
7385 6124 83
6789 2794 425
5122 8284 986
9191 6027 117
3759 7750 846
1329 4402 439
3551 8102 722
533 7413 358
4060 2310 442
9172 3103 207
4155 4081 683
3850 8690 780
9350 2554 612
6624 66 721
3547 6814 629
7618 5480 563
725 9626 982
2717 3974 547
2416 643 887
4441 1155 300
2879 7872 740
6998 7782 344
979 8836 97
3745 4719 419
258 3702 352
2974 2300 503
9050 811 861
4739 4915 878
9451 6463 265
571 8580 75
153 3622 760
3277 9138 450
7193 8660 239
895 8907 548
6720 4375 518
4017 9219 540
120 3893 941
4868 2960 215
9577 1219 257
7530 5908 718
7160 6463 758
4781 2548 296
5989 2918 576
5451 2226 357
3963 4641 742
4394 4266 928
4483 4482 1000
978 8763 547
9456 6431 79
2815 4240 1
5432 8278 742
2262 1244 91
8807 186 987
1005 3530 199
9907 4228 246
4133 325 525
5474 3064 378
4909 5614 499
5023 5022 1000
3988 3609 141
4050 8835 889
857 9207 165
4534 1574 635
4832 3746 55
7468 4064 12
6431 9166 121
9960 6865 172
4732 1116 643
778 7388 362
7817 567 417
6976 9326 438
7038 5296 644
7115 598 654
6661 1670 319
1230 2666 931
9183 8829 629
2879 6840 767
3094 9399 186
9199 2872 644
8505 5283 412
8288 2086 355
4252 9327 421
4329 3218 467
7348 4752 805
7501 4531 462
5310 6134 793
7867 341 186
3658 3716 427
3968 7528 80
8422 1813 969
72 4231 614
5412 2892 969
6976 4810 534
1949 4549 113
5176 2210 566
8524 4008 110
7548 4850 75
8616 8520 292
1563 2474 13
1287 3297 204
6387 1934 789
2007 5555 23
7005 5341 161
6321 9508 360
2288 7452 71
9216 563 508
1965 8345 570
2673 1738 497
775 6719 406
8322 407 343
7631 6318 996
197 3447 389
5518 9854 210
9135 663 862
127 5220 293
4627 1552 423
8071 7318 685
4659 217 150
6566 5515 877
6402 9159 472
2656 9635 444
4886 5820 167
2143 1018 62
8901 728 26
889 206 149
1783 1762 31
5216 5009 704
4881 4796 385
5789 3143 11
476 2348 972
8578 7803 471
7144 7143 1000
4903 3421 84
7702 3744 454
2045 504 887
2471 6009 248
5487 2100 168
8969 2746 21
2405 8112 137
1668 4249 641
5861 4114 356
8067 8066 1000
2565 6111 144
1941 8417 176
5991 4706 150
2450 495 883
4038 9424 856
1681 5676 606
6343 1049 305
4153 5723 888
5457 8026 573
2685 3357 684
3708 5501 273
3429 4592 843
5589 8121 69
7818 1251 8
3109 4691 827
9685 3286 470
3376 2196 476
1992 6787 54
2236 1254 542
4864 4863 1000
6323 3744 486
1677 8450 920
2968 5726 276
6048 7550 326
5458 7807 294
8891 6638 306
7802 6999 416
6576 9256 574
2427 3383 538
3170 4402 516
5426 5973 282
2580 2941 477
5789 7664 669
8750 9212 84
6208 6207 1000
7721 1702 900
4448 2965 586
4119 4701 641
7736 7429 134
23 9385 390
8573 3800 181
5745 6554 384
6410 6856 113
8827 2558 596
5142 7148 803
2136 8652 45
8352 9730 466
9393 8487 190
2802 3053 420
8794 6589 319
4495 8443 887
9074 9073 1000
4699 2619 542
8361 5014 988
7716 8304 234
8100 4809 894
8304 1489 88
4834 4474 213
6342 6459 875
5449 7933 488
8068 7790 571
4851 4487 701
809 808 1000
9081 8368 588
4953 4584 85
2953 4129 474
7595 2528 602
6362 9424 663
8979 8881 700
8589 8 751
3476 9547 51
6389 7960 142
8300 7034 864
2514 1300 371
3853 6887 580
8651 7948 123
4540 3566 729
9925 9924 1000
5422 1708 974
7500 1962 325
6252 8496 81
2781 8845 437
6355 8752 414
4034 751 712
8567 5237 813
5795 6964 3
5901 9562 183
3442 836 685
7480 7770 163
9728 9651 403
876 4165 614
6498 7593 351
9521 3083 300
2736 5927 367
3101 8972 293
6801 2515 180
9142 6670 463
2951 1020 264
5685 5684 1000
5575 2792 509
7182 661 138
6513 863 889
8675 674 154
9504 6487 906
9637 6872 88
9463 2774 100
8983 4273 901
4175 9850 732
9565 5992 470
3005 1198 808
746 9091 542
6768 4535 990
2559 157 394
6212 2629 138
8033 255 5
8622 8821 42
4679 20 319
770 3061 799
1611 4266 368
3942 9708 571
8497 1783 279
2066 7402 479
9347 6354 907
2063 4234 841
3007 3006 1000
840 4117 41
1653 2595 670
2876 8217 905
5857 6855 219
2594 8228 541
3083 452 697
6743 4914 123
3568 2385 7
7009 904 474
5123 9941 121
2856 3987 130
858 6759 607
1182 6645 155
644 8246 103
3191 8283 937
6829 128 608
7887 3793 237
7296 5553 353
2680 6471 168
6608 6607 1000
7735 419 518
5284 8754 75
8235 3224 810
4265 184 594
5823 7028 445
2162 8791 98
9015 2502 807
3881 6686 558
2017 6328 383
3623 3622 1000
6716 1906 671
6256 3920 201
9662 5010 176
9343 965 333
1860 7629 627
5740 6142 337
7636 9134 142
3239 6251 111
2963 5186 219
7256 7956 629
5500 9006 130
2436 5212 858
5592 5427 378
4120 2440 877
4917 9559 992
935 8588 503
7305 9625 525
8092 5515 709
2339 831 539
683 4214 492
7199 3358 832
1303 1619 528
5683 3454 509
2887 1543 300
766 7096 922
7540 5902 61
8633 5329 264
4719 2446 732
2829 6039 507
3063 5427 790
2829 5988 355
8464 5665 498
2692 2691 1000
536 1324 142
8476 4994 410
7129 98 835
6611 5505 855
6499 3677 283
2597 7582 28
4899 2587 399
4369 9354 48
1494 1789 906
1426 4271 969
1642 1129 762
5075 9131 24
9039 1684 895
1279 7147 296
5542 2267 708
1724 3033 921
1774 6284 359
6674 4609 870
6343 7196 414
8907 6593 373
6820 6495 577
3348 1343 373
7474 5215 310
7502 5673 719
5859 438 970
1209 1208 1000
8395 3571 420
7503 2317 107
7682 4494 115
2186 7988 841
5635 7501 58
5994 9724 763
2443 2324 843
7054 9982 704
7150 6836 523
9327 9996 592
3331 4883 587
8513 5237 919
5168 104 399
1967 6372 282
4109 8970 645
600 8681 553
9159 6330 312
3302 9897 506
6549 4862 529
8824 1758 524
7347 6990 882
5975 2055 454
2432 3240 990
2141 2140 1000
855 6093 517
6382 6101 532
2978 3411 222
7240 1513 28
788 4381 786
5008 765 205
701 9358 564
4727 4202 350
1081 441 624
3833 6360 372
2782 7719 247
1403 9641 1
182 3477 110
4954 5516 523
5930 7136 258
1601 8245 350
361 510 535
1844 6232 393
3694 17 166
3177 9202 246
8246 6990 15
786 5473 184
7284 750 123
5563 428 886
3248 2900 639
7241 6172 522
9619 7084 536
6620 6188 407
7226 5635 718
436 5420 524
1611 2181 464
3505 4314 297
9914 4785 440
8127 2304 99
8793 5204 625
751 395 526
7853 9458 383
8488 2594 551
8087 8643 777
967 4963 618
8544 511 420
7697 7696 1000
8331 560 952
4897 2523 198
7706 7225 373
5547 6032 554
5587 7305 889
1919 7052 874
8625 2804 92
5149 6641 720
7538 8621 966
274 4979 155
6135 5685 111
4994 8267 862
9282 5806 98
7810 6630 23
1686 6633 399
8253 3581 341
3372 5434 495
2875 5651 803
2962 7093 999
2112 433 874
6670 6186 121
7235 7784 259
7362 6551 245
9307 7233 632
7375 2709 239
7563 458 308
6865 1041 779
1575 5408 835
2997 6766 919
4257 781 16
8076 9556 83
4256 3685 919
2127 1225 157
5934 9543 35
1481 1913 811
6861 7031 783
5143 1597 834
3930 367 292
8331 1689 758
644 643 1000
2319 6755 266
3462 9511 42
8415 3999 51
7160 604 802
835 6507 26
9579 4969 42
780 4343 847
560 559 1000
4714 7845 449
6126 1321 898
755 2339 792
2771 4820 45
4698 1065 602
2565 9509 493
2930 2263 363
7771 2899 428
8257 5264 526
5295 9746 221
3099 8810 431
8086 6316 102
5310 6100 207
922 1157 702
5554 1269 120
6348 9854 930
2664 1013 944
5522 7211 191
252 8076 857
6792 4367 610
9609 6858 513
6849 8688 305
5197 4376 919
2078 3123 348
7755 9327 479
9918 9533 293
1307 4771 494
4312 3597 97
2924 3408 828
675 5950 688
4145 7317 30
6502 4844 695
7558 1063 756
3673 9575 983
4627 4115 748
5193 5881 121
3879 7845 895
162 5597 647
6918 3603 506
466 9149 272
5886 7892 233
2889 8730 985
6708 3821 503
2771 8511 952
7378 76 516
4285 4915 71
3152 9173 412
2514 587 411
3908 4274 603
587 9714 235
2903 9914 517
910 2100 145
7929 3123 671
906 8267 320
6476 9308 333
1318 9168 246
6297 2956 476
1629 7048 700
785 9549 351
508 5731 100
8601 4045 757
8617 2790 415
5874 595 262
7154 2551 867
9367 8772 64
4928 9042 70
3397 4950 873
7474 73 543
7881 1913 908
5435 4092 295
5666 2154 765
2362 8493 443
19 4432 393
9183 9411 534
8782 6904 428
3918 245 684
321 9142 507
980 6575 276
7561 8405 15
5393 4937 975
7915 7914 1000
1805 2140 816
4707 7026 489
1697 8490 593
6502 3264 42
3133 6576 664
1818 3902 931
8523 543 372
826 4820 796
9292 5979 879
7213 2936 249
4956 1146 625
3282 293 413
6884 3968 706
6547 8877 850
820 6517 814
3359 7008 205
1205 1204 1000
8787 8777 614
7846 7761 811
7070 9728 287
6582 6301 911
812 9151 950
2595 9877 186
1673 8036 205
6578 5277 110
6499 1789 454
1962 6094 979
6117 551 386
4628 8957 956
4112 4611 363
8476 2399 523
6833 1027 474
8969 513 589
98 1999 702
829 6890 561
7516 4551 824
4689 5901 236
3619 3444 928
7068 2313 215
8071 7951 451
4946 6373 558
2140 6798 655
4176 5935 117
1450 1449 1000
5206 3694 832
4661 9846 509
7340 6586 872
9151 9040 579
5982 637 757
6334 6543 655
5948 6188 873
684 9428 335
9804 6961 28
612 5651 967
2160 33 990
2411 2410 1000
2734 4654 558
5750 5749 1000
3014 4781 374
4644 8317 263
570 7622 761
583 7141 226
8131 5099 391
7187 7458 397
1203 7437 417
9549 819 275
578 9099 127
527 9166 506
5786 3409 905
1252 84 613
9948 4714 75
1911 7558 423
4220 5837 662
4460 9027 196
2365 6705 66
2277 5289 941
5475 978 74
7556 7032 530
8364 1867 741
9554 6361 726
9315 9314 1000
8974 2936 317
7303 4184 312
8594 9722 933
5646 9862 132
3985 6767 60
2489 5856 723
89 1374 762
197 3975 699
4771 3438 167
2246 9717 724
8111 1080 214
4787 5973 532
938 8753 779
7736 3495 213
1896 1895 1000
6487 5831 451
9970 5052 721
5832 9359 672
5342 8988 84
7630 2958 539
4225 3928 915
2526 4907 939
5853 6139 191
9129 3254 436
2252 5444 103
5425 6787 358
4653 264 182
3162 6414 147
7129 4925 287
4580 6706 503
4112 3237 680
3571 5345 494
845 4175 967
4435 6755 963
3131 426 46
7656 5305 939
7912 8679 370
3940 6668 611
8752 1011 980
968 8950 220
7119 4363 548
3804 9336 650
1846 3151 608
6251 6250 1000
8391 1539 701
636 2421 727
267 3943 917
1490 911 298
7775 9220 437
5886 7148 247
4360 1242 170
4415 3336 860
4009 5381 577
3783 5839 368
2655 8622 698
3319 3318 1000
5491 3227 935
5781 41 640
8831 5130 317
2093 8643 356
8053 365 152
1915 2272 894
5980 2743 990
4694 8924 194
2360 2964 337
1731 4147 271
9936 8570 373
8205 9969 665
3868 9548 505
821 6199 911
8882 9371 350
9180 8204 562
1679 3825 948
9317 7665 611
2582 1764 441
1473 2095 561
9664 4909 678
5709 5708 1000
3309 841 770
5926 2897 829
1061 6184 970
4816 2837 130
7332 9257 398
8278 3818 870
823 5403 943
3154 7072 789
256 6786 830
3231 6979 60
3559 3392 173
8223 9016 724
9188 9187 1000
8334 9083 333
9828 217 745
3311 2652 16
3282 8622 41
3361 3544 11
2258 2859 321
7250 9485 444
3408 3407 1000
9268 2771 64
8667 8160 647
8804 4143 547
4671 112 274
643 9840 831
1372 1106 601
6247 9122 275
111 6987 750
8952 3213 164
538 8583 671
9639 6036 958
7494 9540 679
5344 3475 711
7828 7335 616
7781 3776 670
7253 7252 1000
7321 6195 636
9220 6460 117
7746 2780 965
7633 2973 293
7641 2572 765
5320 6286 164
5666 3835 922
662 3001 929
8713 773 190
7779 3297 464
8143 3515 668
5461 9049 311
6934 9355 618
2652 6222 387
9953 4227 196
9121 8394 188
7080 3526 925
1719 5436 11
6038 6037 1000
4054 8882 77
3895 8590 635
753 7869 249
8912 8753 222
7677 1502 115
9400 5903 104
9297 6212 493
6905 8100 830
5440 981 673
6014 4111 196
2808 2617 185
9537 2668 161
905 4261 481
5187 7986 720
9550 6134 754
5779 8392 650
4180 6792 1000
8119 2676 624
8549 5334 890
2630 7678 552
7911 6055 269
8175 1593 71
8454 8024 881
6961 2135 659
1530 2463 112
2338 7152 722
8122 9541 330
5170 2605 857
9170 1998 598
6168 3984 748
3367 9001 236
5463 5462 1000
8797 5266 161
3513 7318 499
2627 2626 1000
9220 4521 251
9917 7078 45
5915 8417 818
2566 8194 237
7948 7947 1000
668 1773 511
3063 782 676
2290 5074 713
6620 311 639
1731 7930 523
7057 5660 118
477 7328 275
2727 6028 632
9761 3047 753
1707 3107 614
4227 1749 622
2237 1915 143
3433 3503 367
2367 2473 24
2061 4993 214
1712 6832 356
683 661 597
1772 6907 903
3257 5017 322
9127 5380 630
5760 9357 544
3474 4952 491
9143 6825 451
6654 2729 614
471 9230 231
9469 1386 83
2943 7775 685
7402 9371 846
4531 8564 104
7916 8735 850
158 924 43
5852 4887 224
9499 724 888
5889 9508 222
4621 8455 213
5679 817 978
3207 555 228
3899 3026 416
1747 4739 636
5689 7446 419
7698 7617 857
1233 2410 725
9711 5459 146
8366 9111 212
4261 7759 312
5390 7205 333
3001 3720 686
5378 3879 649
3886 4201 657
4808 116 110
7613 5980 41
3160 7949 260
1356 5539 838
2219 3610 925
8576 4491 441
7458 7457 1000
2055 3642 452
1250 4992 680
4580 9426 104
5694 66 613
1287 3833 234
4372 9442 923
5662 2495 207
6973 9027 69
7577 6984 192
2450 1112 669
4352 9026 812
182 991 106
1433 1314 522
1519 671 865
9062 4449 671
6116 1042 576
8003 1659 150
4649 6587 32
3160 6485 596
3403 2100 445
2067 4620 143
6067 5494 389
3968 523 785
8987 4822 80
8426 705 752
6225 5249 449
3176 6045 569
4874 5656 230
4219 4820 227
9864 400 940
9064 7550 238
6992 4470 291
6341 8378 152
6917 256 151
2756 4869 990
3452 4172 182
3478 1863 271
1155 8232 717
1260 8025 894
9006 3548 796
1777 6978 671
8609 1739 739
2409 5622 427
2450 4015 295
1989 8139 678
7242 6316 709
2484 6756 26
1789 7949 272
7768 1324 570
6549 4543 772
6041 5257 348
6508 7362 350
3035 6537 844
6406 5759 981
2591 3716 138
912 6509 538
2993 2690 180
4656 3460 402
3503 2057 429
7754 7753 1000
9434 163 643
8839 1207 116
202 6617 996
9384 5216 373
1785 4164 95
6907 4180 860
2962 2961 1000
2579 9761 411
2694 5937 622
2648 6127 368
8415 8414 1000
7436 7435 1000
8315 1985 612
3168 283 742
7127 5745 66
8247 9470 444
4759 955 39
5205 8424 213
6973 3479 972
5370 6941 740
860 7749 320
8317 7310 963
1113 8964 265
7651 6248 859
2277 3411 226
8501 8314 329
1119 605 840
7208 413 941
9562 518 245
6238 3247 83
1284 6897 130
3282 2103 579
2675 3487 963
1905 2562 291
6491 3725 35
1355 6549 617
7741 6599 469
7224 3281 916
1200 2330 519
3958 3022 914
5922 1433 365
9218 4547 82
8672 4596 794
6200 5867 566
2113 2753 982
4329 6219 464
4088 4087 1000
5041 9864 148
8321 6561 363
466 9654 279
2439 6508 400
7941 4038 955
3401 3539 70
8247 5975 487
1807 9188 500
6053 936 801
9317 4246 968
5212 6346 968
5304 5303 1000
5351 9400 50
2976 7823 844
8014 6118 531
4927 9036 64
8566 6603 861
8349 856 489
5230 8382 52
956 9449 182
3462 4283 941
