10000 200000
5105 260 6
705 9667 696
7800 4151 978
3119 9017 981
980 3015 683
9357 3586 783
6579 9503 905
6551 6550 1000
1888 5189 931
9795 5181 616
808 4003 931
6311 2094 371
7982 1616 3
4870 5894 372
9426 6424 54
2662 3060 785
494 5101 514
2152 6945 885
5613 4430 961
4541 8186 941
175 5029 374
4840 2817 771
150 3105 225
7606 1861 496
4245 421 749
8066 6599 738
7101 6414 31
7497 7318 83
3672 3671 1000
8598 218 877
4293 5827 775
18 3909 395
1946 4131 686
8878 5694 6
5468 4535 256
3434 459 810
1687 8408 747
9148 8870 786
7958 8479 367
5867 2214 751
553 2384 998
7733 8121 219
9236 5430 196
5520 774 655
6414 3262 86
1877 1111 480
2526 3795 537
9612 3690 710
9017 6554 894
1735 2824 312
8575 3735 367
9607 6649 384
4253 5751 286
7730 8809 7
9899 6341 499
1105 9069 586
783 16 988
3233 246 930
6970 647 806
4564 3989 219
6848 5572 267
6774 6228 429
1173 1207 190
8010 2378 248
4153 1750 968
7745 2912 440
7574 99 665
489 6916 330
5009 8268 606
7675 1687 41
4305 2547 196
5295 8933 435
2290 9293 165
930 3179 596
6948 7560 329
8734 3804 57
9891 4524 949
2262 2035 374
3242 4064 331
9192 9191 1000
2277 2276 1000
4620 7654 964
5685 3657 26
2205 1114 821
7558 4715 609
9758 9757 1000
6163 6259 86
255 1373 309
9654 6939 361
1381 2333 976
9762 4055 611
2483 2934 620
3604 8317 138
7917 9221 765
5838 5837 1000
7946 3211 499
6858 825 292
8309 8955 275
592 5791 186
7541 84 344
5712 3157 729
3925 6321 619
5122 1920 227
5212 9712 927
2304 9867 105
6508 3759 675
1468 3902 453
903 6694 270
7048 6614 846
4450 9138 52
8488 6673 987
924 7320 529
1649 5413 464
6386 1430 840
2664 1192 853
3420 4776 436
594 7788 750
5907 4927 421
3319 3699 84
1626 1625 1000
4180 8040 339
6327 8765 632
4422 723 435
8219 7415 933
4459 9889 565
731 2187 638
5602 153 49
3878 3176 493
87 2166 529
7198 9890 787
9329 7110 456
8148 1141 251
7341 9246 35
4272 9294 812
6039 3795 920
7466 146 418
2267 6128 825
5635 8235 410
466 1476 669
8360 2974 510
1968 9806 478
2061 6452 992
4049 8797 438
5098 4456 133
3816 7114 271
3619 1057 984
6338 1411 138
8263 8262 1000
8230 8229 1000
6436 241 962
3227 3226 1000
6401 1068 134
3016 3796 242
7651 6552 104
6710 4528 186
7237 3041 939
6484 1306 625
9878 5085 764
6193 8734 57
2884 2883 1000
482 8783 218
357 864 678
14 650 722
406 9874 777
9954 4672 37
8639 4732 188
5342 7457 489
8085 9552 290
5454 3322 490
7373 6684 522
6877 8743 297
6402 6401 1000
4966 4549 707
6287 6172 215
281 5454 132
8788 1477 238
7069 7472 256
2973 7130 630
3743 6386 769
6509 5461 896
6857 5671 199
7088 1951 598
8596 7739 651
288 5713 686
8643 6878 876
7849 1346 640
9628 4247 838
3237 860 810
8979 8351 594
5301 5300 1000
1240 7772 680
4498 1889 224
230 7253 226
839 8203 652
554 6974 490
2212 4545 59
7961 1232 288
7770 7729 556
9514 8648 684
4662 3108 72
73 650 939
5721 958 823
731 1682 100
2471 3329 462
7932 3646 582
1341 6575 976
9821 4854 952
4281 1781 755
4953 5063 909
1404 1941 820
5727 5142 743
7110 1944 170
3493 5563 500
8248 4549 603
5881 1395 935
462 8770 634
1259 1674 493
5271 6805 228
1026 4320 500
2862 1550 40
7371 7356 864
6725 1497 413
3856 3083 255
8671 8167 218
6093 8019 31
3803 7450 979
4376 7638 772
6933 437 781
2848 1637 805
8471 448 41
3760 586 43
4376 1362 23
2083 7794 812
9204 3748 565
8620 8339 720
2188 259 642
1745 9656 335
1161 8039 652
2820 1163 404
7349 142 473
1468 3154 524
2309 1337 48
8149 8148 1000
8098 1282 323
4631 6797 474
7329 3898 555
2861 4710 771
7884 7249 762
8045 4439 714
9242 3913 539
6108 852 579
3225 7061 902
9413 9412 1000
8756 7944 415
6817 6272 957
725 3064 445
5917 2943 253
5039 1337 683
9247 3300 630
474 973 536
4122 856 664
5624 2328 249
3164 5701 840
5867 7798 137
8226 9557 363
6984 710 771
8570 419 389
6239 906 443
2324 9399 241
8737 9829 611
8682 7676 246
8797 9137 930
3440 9280 294
9185 4891 746
5128 3811 803
7128 3856 451
7029 1799 180
6575 3982 927
7725 9150 965
96 1248 664
4678 2548 345
1293 4376 575
5855 8644 449
4401 6248 235
9964 3166 919
4610 8527 680
4646 7829 688
3121 441 549
8483 9233 162
2891 4389 127
6096 4505 812
4979 2603 362
1479 2365 505
3491 9156 218
2859 5371 161
3637 5744 283
5797 9584 595
392 5178 755
2425 9424 216
4236 8797 231
5957 9457 668
6041 451 629
9459 1269 149
901 7015 180
1935 8674 348
3271 5543 20
163 7592 659
3998 6554 84
1877 6189 158
6344 8903 824
2817 7879 483
2019 2018 1000
7365 3807 521
8368 4918 370
5183 611 684
2589 7002 30
4309 5599 254
1249 6109 70
369 1874 175
3848 6807 763
3000 7888 259
944 8108 896
3438 7893 148
5844 7160 655
3318 7815 323
2409 1578 644
2870 5042 135
7014 3984 704
8781 4434 90
8057 3246 916
9636 8376 915
7593 9361 109
72 71 1000
8716 473 749
9723 1516 276
9128 5141 285
4457 5508 548
6100 8591 566
3025 3024 1000
8225 8957 143
1640 9963 342
4878 598 685
9572 9571 1000
5966 1268 17
7578 7224 624
3987 3986 1000
8601 2519 563
217 5850 63
7877 8037 8
1455 2439 939
3614 1096 230
6076 9768 593
389 1648 250
721 7604 58
292 2654 795
1291 6207 839
694 5363 217
7804 1443 913
7422 7421 1000
7679 866 489
4068 1455 929
6297 7533 319
7862 9012 366
7538 9636 522
2185 7519 631
1595 9384 296
8129 7442 626
1558 5364 232
7156 3711 103
6025 6521 908
7207 7206 1000
8707 2844 133
8977 2562 145
4708 2086 980
9775 9972 923
6516 3227 405
4624 4051 410
3384 715 862
518 4416 191
7769 4102 585
5340 2783 384
8959 3084 440
4153 7194 314
1182 6105 57
7832 4377 653
6614 807 163
9556 9989 412
5266 9325 212
8216 5346 744
9209 2434 20
6141 2964 945
5032 6667 902
2338 506 224
9949 4496 825
4072 6241 474
274 9550 752
2835 5472 638
6840 6973 897
4475 1122 750
9054 6199 975
4907 5921 751
8843 8679 4
9855 8902 672
2859 4069 620
3142 6858 163
1053 4404 679
7186 4359 636
7666 7239 872
4623 4669 251
2251 3808 1
9006 493 243
7212 3149 350
1348 2057 708
6136 274 795
4475 1315 621
236 2943 215
7172 5973 746
3122 6807 78
1004 2044 390
9147 7003 572
3766 1953 191
922 7306 453
2737 2955 639
747 4538 665
8644 7564 782
7236 1992 340
6590 1944 697
5189 938 903
8031 6021 121
1887 6350 668
8274 6136 474
4616 2949 937
6525 1135 817
6857 3089 787
7696 2349 82
407 3562 724
3090 6483 121
1790 7794 46
2830 8112 562
5849 7572 555
1571 4072 452
7828 4314 862
9614 9613 1000
9344 1941 730
645 2229 342
4762 3188 147
8216 9927 22
1064 7213 416
8459 828 5
8673 1198 627
3172 7919 586
9034 812 434
1695 4724 563
5806 4884 892
8143 8436 2
6658 1491 386
3163 3162 1000
6923 4689 709
4903 3178 332
578 4838 446
345 6117 471
7385 563 485
1954 8415 266
8019 4870 587
410 7894 743
258 7898 770
7685 4923 849
2662 8323 490
4837 1480 696
8034 1381 873
6929 5517 393
4036 6907 575
408 56 337
2641 5802 853
8629 674 597
2075 9544 489
8905 744 93
4851 9244 495
9133 4783 218
2378 8785 178
2357 5222 810
144 9565 902
4040 4359 964
3835 3401 291
5459 6828 102
5527 1515 702
5338 7644 488
5120 2589 90
3646 6136 323
7291 3163 976
4411 7823 963
3111 805 567
3636 2890 860
4876 9481 299
6853 3561 330
4395 6508 952
912 5732 931
239 3073 829
6335 6489 606
6978 7640 142
3117 1500 389
9397 9675 478
2707 1309 755
3129 8202 299
8993 75 729
4123 7598 670
4841 4727 55
1718 7004 396
3685 2022 608
3015 8717 707
3756 4161 596
136 5442 653
6444 4112 674
3249 3601 831
674 8560 138
1858 6195 31
8240 309 202
6316 9608 260
740 2440 374
3035 6918 298
6347 487 698
1393 4302 918
1484 5723 53
8887 5639 876
2234 1029 402
1708 4234 685
9439 2361 83
340 2348 952
3994 9392 519
7603 4371 785
2768 9036 196
8863 5981 536
1311 1310 1000
1088 4544 485
2423 4841 765
4490 1491 193
6647 7946 651
9169 3290 645
4649 6457 433
1583 5266 785
1993 4945 89
7292 4771 612
3450 7525 175
9890 7936 818
8600 4920 822
9596 3269 604
4712 4711 1000
3524 3951 757
7122 9772 714
8450 1069 839
3070 1682 909
5371 8380 842
5919 5490 731
7046 2775 462
811 1999 270
6064 8984 617
7898 3669 949
7600 926 852
1552 2506 145
4906 6278 997
6277 7835 867
6658 4876 723
4023 8057 555
3301 3300 1000
3602 9484 775
3805 9160 644
1926 2898 512
9962 6645 91
3213 4491 259
7879 7798 68
9678 1859 461
5611 5756 134
5169 801 971
8952 9253 180
2901 5634 439
7203 6680 674
6373 2090 295
4122 5542 170
5710 1217 339
5659 3401 260
975 5782 709
6818 5727 225
5776 7672 333
5439 7321 732
8259 8010 320
7897 5686 205
7590 8757 109
1877 5831 824
1867 1996 290
1504 5554 652
5639 3271 7
909 1098 977
1366 4704 254
8188 4990 110
2371 2717 895
164 2418 689
3556 3588 402
4186 6278 888
655 3838 502
6700 7004 910
6988 1785 920
9779 8087 527
7518 7818 534
1496 922 973
3593 1417 801
2606 8796 117
1021 5447 322
7619 8533 720
913 4268 789
7819 4803 645
3478 5295 400
8994 4765 955
8465 3024 105
2542 1379 543
578 2222 789
6429 4966 294
1546 1545 1000
9957 122 509
7830 7212 33
3483 7738 783
9461 2442 109
7918 3110 99
7237 4346 690
4341 572 375
5056 7160 574
8833 7911 56
6183 347 383
253 3940 750
7327 4988 805
5843 3524 766
3904 2717 360
1738 8369 659
7973 7360 933
9092 9023 28
2730 6506 75
5345 5344 1000
1662 80 389
2232 8297 612
6899 7508 25
3278 9327 724
5511 8666 205
5745 1247 777
7256 6347 19
8541 6034 146
5784 2506 540
3251 8766 332
9642 3134 578
9574 8451 333
3420 9046 150
2631 4276 317
717 182 29
2216 3688 6
73 4973 400
4498 7414 395
7835 996 735
3833 2814 265
4939 4753 600
9259 2084 289
5758 1282 1000
2498 360 413
3694 9257 964
6853 5915 292
2199 9071 784
838 5823 588
1443 5502 297
5359 8869 374
6147 4335 579
929 3685 211
2600 2445 197
4952 6953 666
9388 7794 90
3797 9585 317
999 2566 529
9076 9075 1000
9781 5516 541
4639 5113 785
2468 897 334
8432 8709 733
5063 4010 841
1829 6703 647
8560 4695 888
2925 369 307
8041 3008 666
481 6700 193
2667 7388 820
7603 5070 355
5463 4051 603
698 8549 89
5366 3713 412
1346 8402 83
4086 7429 568
9065 9753 347
8009 1852 201
5409 8170 294
7121 3484 134
9175 5075 858
4414 8513 960
2322 9446 872
3601 4001 666
377 3751 853
7 9797 415
5158 8610 127
8838 3200 736
2454 6390 26
2729 1677 307
9422 451 369
1743 8450 922
1058 5901 791
3304 6740 242
6723 5376 928
8828 8156 247
8949 3477 931
6570 6432 455
1733 1333 342
7290 7469 302
7540 2194 312
3563 7314 736
1086 1085 1000
2864 7021 201
5126 7144 43
7830 3281 454
8864 3123 346
7223 9323 245
5630 1366 759
5270 6454 929
2949 7605 971
3855 495 675
307 9399 820
8913 1062 120
3599 3090 312
8153 7792 891
5706 7845 8
5087 2859 695
7309 9550 80
284 2598 395
3471 5584 927
9120 6025 496
7637 9375 318
6798 1308 964
9976 8842 371
3070 630 227
1777 4852 127
743 358 885
3576 2846 133
9952 8068 650
973 2870 783
7830 5618 454
637 5248 857
9397 7188 776
8840 4344 996
1161 5707 441
1594 2772 153
9674 6170 283
9022 3620 576
3147 2154 1
3107 518 93
7534 2019 438
1732 4847 804
8134 5868 567
325 693 423
2103 5279 560
2117 8021 581
489 488 1000
4088 8630 215
3170 3465 12
8920 1412 376
5014 6054 299
8444 3668 265
4488 1595 304
5500 3060 785
7702 1204 512
3242 2174 765
5930 4205 489
3287 3286 1000
7641 1914 328
2503 1960 481
1431 2769 985
4823 6633 144
6716 942 922
8894 1919 655
6985 4201 447
6455 4903 873
8426 5042 832
427 544 153
1494 1844 828
209 1025 461
2587 473 258
9343 2003 786
7761 212 240
1298 5467 209
6700 7980 643
8203 7381 682
5413 5652 836
1781 1263 311
192 8175 755
280 8711 722
4552 4022 468
3563 8440 390
9537 8826 350
9998 7782 48
1864 2419 54
4385 9859 981
4070 4589 658
1068 5363 756
1937 6466 624
5374 8004 455
9922 6236 303
3863 2755 323
2239 2964 285
5088 1640 538
4678 8020 21
5564 5932 199
8715 2692 463
610 112 491
5448 7535 623
9499 1366 833
6354 8623 144
681 355 557
3308 2833 547
3949 2615 298
7378 1483 422
5132 7610 771
7763 4192 613
4116 4115 1000
5805 3250 815
1910 5570 909
5060 9547 718
4236 6138 874
620 984 687
238 2230 323
247 5455 129
685 6881 168
524 5475 151
5218 1391 949
9011 3012 768
9072 9071 1000
9209 2598 475
9525 1452 389
297 8928 856
2482 8554 536
1776 5365 507
1080 154 794
8335 6979 662
9562 1053 390
9753 4033 902
2579 551 911
2238 3861 880
95 9668 789
5957 7966 358
5372 8652 305
6828 3106 968
1341 7406 602
4614 6622 480
4598 2247 825
5056 858 405
3125 1977 28
3226 344 903
2042 8661 995
7617 8731 419
4993 558 118
5958 3334 411
2982 4745 292
9897 5261 285
649 1384 224
5010 9813 899
5074 4169 606
2827 1677 431
876 4641 29
8187 8186 1000
4695 4694 1000
5003 782 184
6484 465 32
7719 2629 851
2244 3668 534
138 7259 775
9026 311 32
5341 5632 960
5391 320 279
4279 5033 519
1535 429 762
1475 5633 847
7362 5244 481
3768 4006 871
3279 6300 784
2208 3363 652
9241 4293 381
5858 7821 981
4800 5066 820
8657 8656 1000
2307 3597 680
4971 6098 707
9074 5813 616
1250 6908 76
4332 7361 763
4485 3201 374
8175 9960 640
1057 4003 909
5887 2732 279
309 4031 786
4033 4600 878
9042 9980 374
9594 3583 619
6431 2898 95
7263 6777 53
534 7189 844
9621 8475 631
5174 8211 458
8728 3703 798
5953 4503 485
755 1693 153
5274 4867 837
854 6894 549
5971 3922 596
7437 327 793
4900 4717 959
835 9760 690
7841 6208 814
6406 6341 439
896 5690 351
847 8969 93
8564 6885 955
5678 5510 118
4522 5706 631
5332 8506 617
2050 5175 800
6736 446 127
4907 1921 14
2919 7111 420
4570 9763 648
1985 6019 158
6635 3563 417
2442 3759 312
4433 9008 423
3644 700 744
5228 9390 336
2044 3830 558
4983 8566 47
1187 3627 402
6499 1107 934
5482 2992 739
5450 5718 286
9974 544 690
3951 975 409
2722 3237 856
1533 8244 384
8604 5217 400
407 937 232
6952 671 673
4796 4795 1000
3179 9412 32
4810 9129 700
9520 271 830
1078 6216 818
7107 951 331
9910 4388 803
8781 685 848
4909 1805 843
7872 474 695
952 7857 763
8098 4288 749
2155 3233 990
1268 8551 856
920 1874 568
2890 7834 913
1036 2430 300
1873 2784 881
3710 5316 537
9998 9997 1000
7674 9124 938
7426 5155 939
3430 1092 977
5194 4776 504
4327 2686 349
9553 8335 13
9719 7671 539
1043 1532 275
3054 5465 310
5270 2656 255
6589 365 39
53 7441 774
948 4648 436
5520 6563 458
2267 575 918
5406 154 292
4685 8379 854
5639 2014 424
8267 3535 260
300 5998 681
5019 161 212
8630 2039 49
3949 9604 948
4101 4126 965
1220 6451 40
666 1939 634
5132 8442 806
9865 1605 679
8637 9290 767
2436 9239 302
5549 4738 890
5896 5768 87
1624 1623 1000
6654 8177 802
5833 5832 1000
2305 7805 782
636 6722 106
3028 8106 77
9982 2037 506
7630 9650 50
1044 8993 32
4147 5695 514
1378 6385 273
964 4371 237
4873 7488 99
978 6982 192
9363 3378 920
7766 6245 979
7284 3554 519
25 8313 687
900 8773 529
3638 8923 947
582 6610 901
6653 6652 1000
6928 9885 139
4099 1163 716
7886 9697 758
7462 7650 905
6164 4491 199
6650 2572 574
2113 3114 534
3881 1127 142
8270 1850 163
1332 221 641
884 3883 733
8932 2947 993
7807 9575 607
5665 8535 975
3757 3964 757
751 3622 374
3325 5655 617
937 9014 422
7963 4441 450
2630 5301 830
5316 181 589
6740 9388 202
6468 7397 231
2490 6885 330
1662 7540 888
3088 2925 576
1613 634 709
9554 233 344
3396 6031 822
8479 2857 424
5972 6304 180
324 7691 852
2401 5383 594
3750 4651 785
4935 876 341
7254 5278 276
4900 4036 570
3841 6020 161
5316 9528 641
2462 2192 45
6813 6076 464
7018 5006 991
4452 2593 813
39 392 651
6161 1016 128
9940 4087 721
3165 5311 576
2469 7192 483
9364 3020 607
751 2966 544
6279 1709 956
3003 6975 55
8848 4940 775
7461 4089 261
7194 3395 626
7890 7655 135
1630 1629 1000
5000 373 671
3508 3282 235
4187 9324 349
8995 9681 548
9901 8569 46
688 1510 350
133 5926 393
3766 1064 465
6290 5373 189
6872 316 649
6375 9920 792
6821 6820 1000
6551 6166 971
7982 6521 150
188 4124 647
8549 2260 315
8345 7790 651
3534 5073 833
8313 5904 164
9200 6029 279
8246 524 702
8227 2788 196
6517 8550 370
7695 4360 693
7624 9003 60
8338 8263 346
3752 7147 264
2432 1412 960
6353 9870 367
2378 9249 13
2576 441 203
7497 1301 65
2206 12 758
3830 2279 860
2409 5218 769
4397 4456 572
217 1279 252
3539 3016 173
4187 7994 666
494 8493 714
6905 9558 592
4300 9566 518
1299 9058 402
70 7498 332
148 147 1000
6637 5885 514
7015 7790 335
9201 9200 1000
5537 1847 934
1908 3049 868
3163 267 884
3706 296 968
8880 1977 646
6325 4742 599
2013 1088 573
9051 7781 685
7325 5991 969
9481 5603 566
7392 7957 862
1721 6251 941
1366 5815 900
9852 7583 968
8344 7581 337
7045 7955 456
5413 3565 965
5935 643 163
6001 8110 259
1773 8289 310
3277 3276 1000
4070 5339 535
3853 8907 531
5208 766 118
5880 5879 1000
3355 9750 888
4965 935 316
7609 2696 688
8294 9471 67
5498 2541 130
8785 3465 626
7522 8829 459
7954 7905 752
9809 4991 512
8892 2925 771
7258 165 809
1183 6747 281
8836 9180 992
4311 3596 118
9664 3462 890
191 1079 582
3875 6497 242
3996 5374 758
3010 9761 599
4159 4434 346
3949 8649 848
8055 4237 607
4015 5252 552
4234 3360 683
6896 7545 576
102 3473 433
5447 6126 507
5656 4935 58
4752 9894 853
8958 194 968
2376 9601 258
4623 7616 364
5249 3183 740
1269 1227 786
1160 1313 711
6257 8030 843
2806 7508 733
6381 477 55
3740 9043 825
3669 380 741
5597 5596 1000
5127 5127 385
5741 2905 681
4849 6839 433
5772 6981 300
6455 4870 943
7196 5334 376
7157 9556 249
773 4305 866
2212 5388 527
7965 8368 918
4405 2451 850
2031 4605 615
9303 5401 772
7084 1158 434
8103 3242 152
2733 6972 550
2207 4053 389
7114 2277 538
1485 2197 462
7613 9091 563
1570 3345 894
6151 8617 22
1815 2160 556
4266 823 285
9356 4749 564
6272 2467 36
5766 8329 864
4930 1006 278
9167 7762 499
7149 2275 481
7307 7306 1000
6618 5136 115
7848 4383 257
2481 4823 877
7256 7255 1000
5111 1391 123
5290 5289 1000
2993 3067 855
7013 8674 549
3253 2800 711
2998 9221 8
4643 3768 272
6090 9700 537
5529 9300 799
6358 7515 783
1061 1060 1000
4082 8055 448
1453 393 843
448 6029 208
7606 7388 544
3308 4727 458
5761 7553 960
9263 4154 249
7436 1836 950
6960 1377 776
5561 2551 472
6474 4424 153
3770 3642 727
4762 4754 795
860 1028 657
4621 8756 890
5206 9197 19
4962 7628 242
8635 9040 420
3293 5740 353
5702 868 349
8715 9579 92
1380 3844 195
6067 4415 793
2323 626 890
8148 6330 847
5901 765 641
9012 6126 679
6216 4863 958
8815 5758 873
9782 4294 563
8928 970 549
8357 1325 973
5406 6882 168
6520 588 317
4689 3933 781
9606 9697 543
1665 484 555
1705 1990 136
392 4990 284
7919 5174 143
3225 3571 54
4846 6527 69
8772 7506 833
9800 6197 525
5178 2318 362
3457 3636 823
5518 2483 809
5244 5243 1000
9789 4628 394
8140 7560 74
6994 4724 24
5113 2943 888
5911 721 884
8779 8778 1000
1757 8909 33
2151 8720 864
8258 8257 1000
8071 2148 369
2923 8976 870
1789 4760 343
3325 2675 75
5176 2268 258
485 6652 94
7552 5259 987
4975 9784 594
5500 3195 515
4054 3411 83
8061 3076 107
4803 7515 912
2043 4345 884
1831 1830 1000
5608 405 909
177 8766 151
4283 4638 454
1124 7556 446
485 1854 817
4982 4981 1000
8446 3567 87
6890 6889 1000
7295 2619 250
5853 5841 618
662 3843 215
6175 3017 110
7430 1286 446
681 3619 182
8500 9981 842
9389 8836 28
7455 9584 671
5989 9723 424
8086 1808 921
8306 1085 665
3302 4029 952
4268 5219 890
6193 3580 439
3741 5976 857
3593 7091 496
4763 9861 787
6793 8438 18
2826 2073 127
7389 6391 508
5133 4523 5
5899 4663 379
3568 6131 368
7940 583 710
8220 4413 528
6392 1975 481
2273 2432 283
2454 5627 661
3742 2376 651
9788 7918 340
4541 145 165
9435 4886 274
954 9365 830
9166 3244 956
3887 1465 980
1068 9202 390
7750 6572 276
3892 5065 185
6703 9314 61
7778 8473 249
9081 7680 54
7876 7831 225
3225 1249 968
184 9508 724
1035 6577 256
2060 9011 545
2076 4605 173
5472 4911 989
3777 9643 404
4767 5376 599
5916 6835 810
4201 2556 669
8081 933 495
2846 3743 36
1381 1999 630
9032 7984 417
8933 1098 872
1915 5064 472
6903 6689 246
2746 5508 405
8159 8657 414
9747 2460 961
5061 2453 365
4818 6789 254
9806 4303 191
6079 4965 302
1011 1773 796
5059 7420 802
3248 9610 283
8006 257 815
7122 3556 715
8817 117 948
4071 8538 881
4747 6470 88
9642 7204 15
9416 1712 102
7606 4090 891
4014 3243 147
6442 7507 600
635 4871 56
223 3380 555
2666 5204 237
776 486 963
8095 2998 684
8989 8189 288
930 9359 730
693 3975 637
9944 857 329
1972 3069 976
983 6449 334
7012 4759 780
9118 4184 655
3991 5900 417
6547 181 264
7919 4355 499
8766 7916 663
7784 2786 610
1233 2039 847
3950 3720 440
1486 3283 367
1591 9660 795
7542 1154 25
9623 5058 123
4519 8055 624
9772 9041 280
5974 880 446
6714 9452 592
3304 9189 999
2715 3023 994
8129 2830 980
8542 131 207
1977 3380 969
851 3972 598
8229 4595 178
6995 3558 346
4618 720 903
1540 3662 771
3626 5552 536
314 7765 341
7001 4275 868
8793 9400 1
3017 9818 599
6151 6150 1000
4023 2007 760
7747 9863 605
3035 6049 212
4954 4076 456
4139 1319 697
5524 9552 302
8609 6806 462
1892 2660 505
7632 6411 634
4049 7045 680
4670 107 699
8895 2055 644
1944 7941 959
4009 9576 181
3197 2313 555
8634 912 728
2708 1038 912
3359 899 388
1660 2591 457
496 5489 720
728 4670 476
8722 6508 604
5110 5010 887
6286 5517 743
688 1717 246
810 7954 456
8888 8067 985
8328 8327 1000
2035 5565 949
9741 2489 416
2878 6025 252
7881 8558 754
4831 7078 363
9661 1716 270
1008 8100 314
79 8720 499
9665 6450 117
2363 2950 615
9365 5947 525
8669 9864 613
2865 9843 648
2770 4310 817
6140 6080 743
1259 2525 360
2142 2541 194
140 4094 838
6147 7238 433
7076 7075 1000
330 1301 833
5103 1138 152
5227 6595 505
7731 6329 256
5818 1966 940
1052 5020 920
1528 3483 113
7290 9212 110
3243 8020 134
3321 494 44
1108 8860 863
109 4480 568
8696 3760 923
648 5935 392
1790 6131 233
292 1558 760
9472 7661 693
8042 659 287
9883 7888 509
1739 1852 733
1477 9344 776
8673 3059 1
3193 3192 1000
8423 3604 43
182 8363 349
4016 7462 626
6400 9213 892
50 7818 825
6430 4890 205
9392 9716 951
8771 4960 951
3685 4441 419
3528 2258 261
1195 4213 379
4288 2529 321
8221 1427 316
5451 5450 1000
5188 9444 358
2068 6178 869
7192 4890 957
893 3522 961
8542 9291 850
961 2824 819
9296 3759 638
8669 8406 783
4739 2449 291
6595 5561 574
8065 7001 214
353 1288 252
8707 769 280
2392 9326 573
4496 7911 965
6791 8846 653
7750 4818 936
7442 9635 171
1249 8788 316
216 1470 467
1031 4247 10
8453 9167 922
3090 774 756
8436 6583 272
4169 7700 396
2061 3763 587
350 3883 612
809 9078 734
6883 4525 65
9435 9434 1000
2172 3319 188
7237 1538 91
9498 7055 204
9835 9834 1000
8176 8175 1000
452 5914 990
4454 4975 496
2177 913 291
8721 6047 803
4913 7446 69
3783 9760 966
4280 4298 70
8440 3281 270
7576 7051 301
1381 1943 979
5627 3599 204
9547 6078 683
8424 8419 911
840 8646 279
6963 8228 269
9311 8348 892
5954 9706 455
7414 2083 992
1297 27 13
5697 9192 162
7838 4830 136
9179 9548 489
9769 7340 886
6613 8962 940
4180 5508 244
796 3897 855
5133 5171 524
9042 8596 745
1190 9924 956
8909 4749 209
4324 4329 548
76 8698 804
7674 1027 642
2220 1521 415
5859 5751 106
5091 4623 115
1316 3237 180
1446 2020 396
5891 7070 981
4357 2626 581
7656 7655 1000
2991 626 490
9828 3050 525
5205 2578 715
131 1738 686
8453 6978 677
5210 416 259
9902 4453 464
3233 3232 1000
7957 7956 1000
2289 2288 1000
4936 1419 701
5793 3247 732
2700 156 148
9609 9887 754
5083 5591 259
9126 5399 783
5307 8860 661
4092 1350 515
2287 6084 141
4358 1235 6
3830 5258 504
1177 7837 863
6006 4113 362
1071 4505 627
9459 4585 192
5448 6444 280
6081 6080 1000
8829 7756 829
6651 5886 923
4365 8076 636
189 8850 554
8460 4466 266
9820 1387 855
1058 3018 323
7529 3260 301
5640 8302 545
2129 7695 499
8850 7206 213
3992 12 701
7513 1318 77
7233 9414 201
8688 3360 265
3939 82 188
7747 3074 658
7786 9516 369
4854 3439 594
6531 6530 1000
4446 8348 828
269 7338 1000
3309 7710 946
2820 555 436
1701 389 506
4938 2803 232
3415 8162 320
7495 6492 918
7478 9873 765
9731 5366 431
9536 4929 55
9264 5576 389
4608 7202 5
1665 7782 203
9583 3700 151
6978 3989 506
5294 111 729
7891 3801 228
2666 4957 80
9425 6569 212
4308 9522 142
5762 5761 1000
7305 400 318
9043 5779 504
2374 7553 654
264 758 318
226 307 488
9030 3065 577
6886 2382 30
3008 6978 533
2281 736 968
315 4716 46
3654 2393 346
4746 5338 378
7558 8323 264
8998 8636 951
5557 3729 826
2049 9939 593
332 9517 423
502 6374 587
5474 5473 1000
50 2991 19
8442 1089 838
5164 5420 395
6260 6259 1000
3225 7577 745
7515 860 652
5058 2713 344
6320 8366 518
8179 8012 717
2026 8056 322
4334 8440 37
2597 686 408
6810 8596 252
4215 7484 577
8585 8584 1000
1803 1989 530
1562 5866 302
6293 771 371
397 3424 673
6353 6352 1000
700 2918 566
5256 135 506
7449 2985 515
3932 4370 262
4572 8279 528
3781 999 467
1073 6620 222
8573 9995 449
5089 4162 396
9195 5769 684
7587 7586 1000
7787 6044 601
3032 4685 554
3939 4487 514
2914 1973 395
4806 360 204
8715 1775 17
5489 5779 977
4768 5329 269
179 8805 53
2886 8920 925
8825 5374 519
1236 9010 941
871 4308 824
5227 2850 223
4019 4557 370
4553 3829 418
9161 1650 361
8550 5967 997
9933 4725 567
6993 1974 777
7534 6373 738
6609 6884 816
4430 4112 165
6072 7573 613
1068 623 113
4414 7012 47
4218 3384 702
5828 9185 198
8970 5326 687
8579 1522 738
3929 51 273
2294 5539 41
3807 1431 197
3497 3170 263
3489 7032 401
6699 1409 750
8688 8687 1000
8896 8804 766
4256 9891 881
5577 7833 414
3739 5545 266
2176 8772 425
3188 5761 693
162 9162 836
4432 3543 16
2371 8439 608
745 4449 610
8481 4405 542
5465 5832 853
5811 8730 781
7393 5347 179
4302 4301 1000
8652 8685 39
9927 1514 527
5535 682 396
4697 4734 567
3313 3312 1000
2418 328 481
9667 6814 571
3916 2946 997
7257 4986 643
7019 2520 790
4544 9618 322
